,degree,clustering_coeff,betweenness_centrality,eigenvector_centrality,community_id
0,347,0.041978311205876966,0.15837901280600872,4.382318027552184e-05,0
1,17,0.41911764705882354,2.2511474403376367e-06,6.945327948336695e-07,0
2,10,0.8888888888888888,6.19425097442515e-08,3.033453803109169e-07,0
3,17,0.6323529411764706,3.816346850354161e-06,7.558869188896204e-07,0
4,10,0.8666666666666667,1.23885019488503e-07,3.0328378277891435e-07,0
5,13,0.3333333333333333,2.8399165896078737e-06,1.2742048654146806e-06,0
6,6,0.9333333333333333,0.0,2.942752389971149e-07,0
7,20,0.43157894736842106,0.00016083143360498105,2.590915552650364e-05,0
8,8,0.6785714285714286,1.2687201383462283e-05,2.9806767212636773e-07,0
9,57,0.39724310776942356,1.721419747366248e-05,2.3532518169954497e-06,0
10,10,0.8222222222222222,0.0,8.583328172195532e-07,0
11,1,0.0,0.0,2.8454919021275076e-07,0
12,1,0.0,0.0,2.8454919021275076e-07,0
13,31,0.6516129032258065,5.241384481644587e-07,1.2130278903950532e-06,0
14,15,0.7428571428571429,1.5338145270005133e-07,3.1374098813769197e-07,0
15,4,0.0,0.0072375966796435496,0.0004267236663927086,12
16,9,0.6666666666666666,2.7726647218855436e-07,3.428019518490096e-07,0
17,13,0.7307692307692307,1.4158287941543198e-07,3.096883617937576e-07,0
18,1,0.0,0.0,2.8454919021275076e-07,0
19,16,0.2833333333333333,0.0,3.149835891390518e-07,0
20,15,0.6857142857142857,1.2502554823934953e-06,3.1348182573627304e-07,0
21,65,0.3490384615384615,0.0012089548410091026,2.62554479565431e-05,0
22,11,0.4727272727272727,4.709775935705772e-07,1.124622425180652e-06,0
23,17,0.16911764705882354,6.937561091356168e-06,3.166253904605411e-07,0
24,16,0.9,9.73382295981095e-08,3.3325403449035263e-07,0
25,69,0.2885763000852515,9.617633666649483e-05,2.2501558495001957e-06,0
26,68,0.4113257243195786,2.923520584781185e-05,2.4963528028166533e-06,0
27,5,0.9,0.0,4.6422150387592186e-07,0
28,13,0.7692307692307693,1.5338145270005133e-07,3.095216328213696e-07,0
29,13,0.46153846153846156,0.0,3.8983233113403733e-07,0
30,17,0.5,4.148137937106169e-07,1.0573132926276133e-06,0
31,23,0.43478260869565216,7.347477630366111e-06,1.5555947839744108e-06,0
32,6,1.0,0.0,2.9454642570466953e-07,0
33,2,1.0,0.0,2.8643165307830626e-07,0
34,5,0.6,0.0038819626359963854,4.429734553526268e-06,11
35,2,1.0,0.0,2.865650822828142e-07,0
36,11,0.9636363636363636,1.1012001732311377e-07,3.163488376383675e-07,0
37,1,0.0,0.0,2.8454919021275076e-07,0
38,9,0.3611111111111111,1.0358943920218455e-06,8.063992495382191e-07,0
39,15,0.49523809523809526,3.2339559343119647e-07,5.858870267236189e-07,0
40,45,0.38686868686868686,0.001249211473790797,3.9853230287777404e-06,0
41,24,0.4673913043478261,8.435979898502823e-07,3.3164022918325585e-07,0
42,2,1.0,0.0,2.8643165307830626e-07,0
43,4,0.0,0.005391796781774146,6.746368022803079e-07,12
44,6,1.0,0.0,2.951577014984246e-07,0
45,12,0.7272727272727273,7.216793992425492e-07,8.613386934806969e-07,0
46,5,1.0,0.0,2.9274715558184273e-07,0
47,2,1.0,0.0,2.87397619073391e-07,0
48,22,0.329004329004329,4.578395678361068e-06,5.76007804008633e-07,0
49,4,0.5,9.91080155908024e-07,2.902365008541034e-07,0
50,11,0.5636363636363636,0.0,5.313687051744493e-07,0
51,7,0.8571428571428571,0.0,3.1807381339932347e-07,0
52,2,1.0,0.0,2.864712318515147e-07,0
53,31,0.3827956989247312,1.840890026784766e-05,1.0323202241406519e-06,0
54,8,0.5714285714285714,0.0,3.341668858904729e-07,0
55,17,0.8308823529411765,7.256816603763514e-08,1.0945029634515479e-06,0
56,78,0.34865134865134867,0.0012797960479124283,2.6660454430885814e-05,0
57,15,0.5238095238095238,2.820448943688252e-06,5.070172011486056e-07,0
58,12,0.2727272727272727,0.07251850820433597,0.0005969861301313114,0
59,19,0.7777777777777778,5.551249640868641e-07,6.11061861858062e-07,0
60,8,0.6785714285714286,1.1295002476131267e-07,8.240653564885227e-07,0
61,3,0.6666666666666666,3.4284906704243526e-06,2.8855515056772777e-07,0
62,26,0.5230769230769231,5.11407856711665e-06,1.15094937627621e-06,0
63,6,1.0,0.0,4.930285267568483e-07,0
64,7,0.9523809523809523,6.09224718806088e-06,4.1035317582862273e-07,0
65,12,0.5,8.842778570555425e-07,6.917000599280605e-07,0
66,15,0.8761904761904762,4.1691563196803873e-07,1.3697333562974548e-06,0
67,76,0.36140350877192984,0.001029370307032368,2.696926711665671e-05,0
68,9,0.8333333333333334,1.982160311816048e-07,3.007370233352123e-07,0
69,10,0.6444444444444445,1.4828661423623845e-07,6.857107486448907e-07,0
70,2,1.0,0.0,2.8652561094512627e-07,0
71,3,1.0,0.0,2.8857566130970674e-07,0
72,24,0.605072463768116,1.6801039919802066e-06,8.546580305228865e-07,0
73,10,0.5333333333333333,5.002595072678597e-07,3.3360154393579756e-07,0
74,4,0.16666666666666666,0.005849192655038538,3.618441604268831e-07,0
75,14,0.7582417582417582,1.147083513782435e-07,1.041104389035462e-06,0
76,3,1.0,0.0,3.00729124459733e-07,0
77,6,0.6,0.0,3.333618492104999e-07,0
78,9,1.0,0.0,3.004108048819634e-07,0
79,12,0.9393939393939394,1.8353336220518963e-08,5.925989155683944e-07,0
80,23,0.5217391304347826,0.00034481452557483494,6.768896892626521e-07,0
81,3,0.6666666666666666,0.0,3.11318480793238e-07,0
82,34,0.41711229946524064,4.369367820568224e-06,1.0024970312399673e-06,0
83,7,0.8571428571428571,0.0,3.1807381339932347e-07,0
84,13,0.4230769230769231,2.274764929274607e-06,5.294076486914905e-07,0
85,14,0.6483516483516484,5.069985369660133e-07,7.103022397814761e-07,0
86,6,1.0,0.0,2.94779394063289e-07,0
87,13,0.6410256410256411,2.090612253213651e-05,2.5570782894119638e-05,0
88,20,0.3368421052631579,2.0228653896479843e-06,8.721300113124889e-07,0
89,8,0.6785714285714286,0.0,2.9823074250563884e-07,0
90,2,1.0,0.0,2.8644419791534313e-07,0
91,8,0.6785714285714286,1.2687201383462283e-05,2.9806767212636773e-07,0
92,21,0.7761904761904762,4.0587092099090506e-07,3.495710054955309e-07,0
93,8,0.8571428571428571,1.982160311816048e-07,2.9875046007957057e-07,0
94,22,0.6666666666666666,2.9036288853448187e-06,5.22448408286133e-07,0
95,6,0.8666666666666667,0.0,2.942499649410216e-07,0
96,9,0.3888888888888889,0.0,4.922343719166532e-07,0
97,3,0.6666666666666666,0.0,2.8842079719449366e-07,0
98,49,0.5246598639455783,7.1906834168309355e-06,1.996164793622913e-06,0
99,13,0.6410256410256411,2.6936142808785935e-06,3.0864677827600893e-07,0
100,9,0.6111111111111112,0.0,3.517786843158944e-07,0
101,19,0.8304093567251462,5.250365111655604e-07,3.409306483761918e-07,0
102,6,1.0,0.0,2.9472647972297405e-07,0
103,16,0.55,7.376002932254054e-05,2.531525127620658e-05,0
104,32,0.6088709677419355,2.187157517537473e-06,1.5483953285540869e-06,0
105,14,0.6703296703296703,1.046140164569581e-07,7.308026167872426e-07,0
106,8,0.42857142857142855,5.533530870486467e-07,4.845810044510481e-07,0
107,1045,0.049038479165520905,0.45067038973977436,0.0011036546952139133,4
108,13,0.7948717948717948,2.9281913697282527e-07,4.920335801851654e-07,0
109,37,0.53003003003003,1.0681634064566893e-05,2.0368337899372146e-06,0
110,5,1.0,0.0,2.92351235739067e-07,0
111,14,0.5604395604395604,6.489215306540634e-07,3.11228845061717e-07,0
112,3,1.0,0.0,2.8853113388772535e-07,0
113,40,0.5371794871794872,2.2572293948207862e-06,1.6458162417540962e-06,0
114,1,0.0,0.0,2.8454919021275076e-07,0
115,21,0.5333333333333333,9.5829978646559e-06,3.2561247283705615e-07,0
116,17,0.6617647058823529,2.0808750416306968e-06,3.1776040706771843e-07,0
117,6,0.4666666666666667,7.309216149821676e-07,4.7233232628486286e-07,0
118,36,0.5365079365079365,1.3463125596794046e-05,1.374548459046302e-06,0
119,62,0.28714965626652567,0.0017173795756250157,2.2660133394031794e-06,0
120,4,0.5,1.9711651596540177e-05,2.441664421634954e-05,0
121,12,0.4696969696969697,5.678350794367167e-07,8.388276473269143e-07,0
122,63,0.38556067588325654,0.0010178761226636193,2.6543811204484316e-05,0
123,18,0.6928104575163399,3.698150347767659e-07,9.301926261750548e-07,0
124,4,0.5,0.0,3.0089529354702364e-07,0
125,4,0.6666666666666666,3.6970755844006255e-06,2.4570010581407875e-05,0
126,7,0.7619047619047619,6.813676071867665e-07,4.725514422210513e-07,0
127,16,0.7333333333333333,5.158121720521308e-07,4.973668692099978e-07,0
128,28,0.5952380952380952,2.4391642020652425e-06,1.6542324498067606e-06,0
129,7,0.9047619047619048,0.0,6.339054146944196e-07,0
130,16,0.35833333333333334,3.0068664015852375e-06,6.97951709602679e-07,0
131,7,1.0,0.0,2.9663810728919775e-07,0
132,16,0.4,0.0,7.408618506325192e-07,0
133,18,0.5882352941176471,3.2049420819913636e-06,7.758251993416142e-07,0
134,19,0.7076023391812866,7.420498147847064e-07,1.1030221595875672e-06,0
135,10,1.0,0.0,3.132028687045551e-07,0
136,133,0.32137161084529503,0.0276560749754018,0.00390810778057514,5
137,16,0.5333333333333333,3.0522909087310217e-06,3.1512875235157195e-07,0
138,2,1.0,0.0,2.866221033411641e-07,0
139,9,0.9722222222222222,0.0,3.1241637658198233e-07,0
140,11,0.8909090909090909,0.0,3.056000587948964e-07,0
141,28,0.5555555555555556,6.8886617400634e-06,1.1862434479556098e-06,0
142,43,0.530454042081949,5.486754174409485e-06,2.1448157174454287e-06,0
143,12,0.6060606060606061,1.6694981197736356e-06,3.0644426604114875e-07,0
144,15,0.7047619047619048,2.47770038977006e-07,3.1368812042889604e-07,0
145,2,1.0,0.0,2.8644419791534313e-07,0
146,10,0.4666666666666667,6.196972915749659e-05,2.475944503321077e-05,0
147,6,0.9333333333333333,0.0,2.942752389971149e-07,0
148,20,0.42105263157894735,3.685623080473374e-06,7.587505423627996e-07,0
149,14,0.7802197802197802,7.588449050891001e-07,3.1142462870730965e-07,0
150,11,0.5636363636363636,0.00012574171999864492,5.848910008154948e-07,0
151,7,0.9047619047619048,0.0,2.97139520347919e-07,0
152,5,0.7,0.0,4.491446197940675e-07,0
153,2,1.0,0.0,2.9588087971321147e-07,0
154,2,1.0,0.0,2.864836042286647e-07,0
155,4,0.5,1.1504603847418764e-05,2.9099373191361955e-07,0
156,12,0.5303030303030303,7.269765490888607e-05,2.4790330900594006e-05,0
157,3,0.6666666666666666,0.0,2.8843720030018134e-07,0
158,25,0.3566666666666667,7.49590587675498e-06,1.2932815808760701e-06,0
159,14,0.6263736263736264,1.4958803262278433e-06,5.208437541987005e-07,0
160,2,1.0,0.0,2.8860719146704144e-07,0
161,25,0.5466666666666666,2.1844833122531883e-06,2.0711317535653884e-06,0
162,8,0.8571428571428571,6.19425097442515e-08,2.991507022581481e-07,0
163,6,0.5333333333333333,8.116526009244122e-05,3.1607098161685784e-07,0
164,3,0.6666666666666666,0.0,4.5330541467888686e-07,0
165,12,0.5,4.3004912986613215e-05,2.2621163258566423e-06,0
166,4,0.6666666666666666,3.303600519693413e-07,2.95821027003216e-07,11
167,7,0.9047619047619048,9.91080155908024e-08,2.964988023029979e-07,0
168,11,0.6909090909090909,0.0,8.314690794764518e-07,0
169,38,0.4395448079658606,0.00043368120073069807,2.601504104931395e-05,0
170,46,0.4714975845410628,1.6426188577559345e-05,1.9715540565979363e-06,0
171,22,0.21645021645021645,0.014533643096594264,1.3623426193001738e-05,0
172,41,0.45975609756097563,1.2576751849327465e-05,1.2590029063435276e-06,0
173,13,0.20512820512820512,0.007404660539209348,8.317533566824731e-07,11
174,4,0.8333333333333334,0.0,2.904150569756014e-07,0
175,17,0.4264705882352941,5.653876317989586e-06,3.33318101689761e-07,0
176,14,0.7252747252747253,1.1855216375269158e-06,5.884686419310464e-07,0
177,11,0.7636363636363637,9.344470041418512e-07,3.046132936794872e-07,0
178,13,0.46153846153846156,1.807380079192952e-06,6.908707819579095e-07,0
179,3,0.6666666666666666,0.0,2.883142857325333e-07,0
180,20,0.7578947368421053,3.763744877793567e-07,3.5136675427465047e-07,0
181,10,0.8666666666666667,1.23885019488503e-07,3.0328378277891435e-07,0
182,3,0.6666666666666666,0.0,2.883406475518067e-07,0
183,2,1.0,0.0,2.894804486907176e-07,0
184,18,0.6339869281045751,9.287622370138075e-07,5.076924613575123e-07,0
185,26,0.5384615384615384,4.757285209990752e-06,1.6163146210779237e-06,0
186,44,0.4978858350951374,7.822695040290095e-06,1.8133746672526934e-06,0
187,16,0.8583333333333333,8.259001299233533e-08,3.336679170279334e-07,0
188,48,0.45567375886524825,1.4885858728160776e-05,2.1399689431779777e-06,0
189,7,0.9523809523809523,6.09224718806088e-06,4.1035317582862273e-07,0
190,4,0.5,4.95540077954012e-07,2.919470144657583e-07,0
191,3,1.0,0.0,2.955214906988968e-07,0
192,5,0.4,7.43310116931018e-07,2.9236641053297e-07,0
193,6,0.4666666666666667,0.004022051482952378,2.924117240880414e-07,0
194,19,0.8245614035087719,3.026334047504859e-07,3.4413580349442883e-07,0
195,9,1.0,0.0,3.004108048819634e-07,0
196,13,0.717948717948718,1.982160311816048e-07,6.458263890501215e-07,0
197,16,0.7416666666666667,3.754091499651606e-07,5.020005435789901e-07,0
198,12,0.4696969696969697,0.001811155699346912,5.306204302259169e-07,11
199,47,0.47178538390379277,7.380166144331203e-06,1.6590376930511053e-06,0
200,57,0.4342105263157895,2.006841544184612e-05,2.248662332629967e-06,0
201,4,1.0,0.0,2.9042929879910293e-07,0
202,4,0.6666666666666666,6.791511877389366e-06,2.993426101525671e-07,11
203,57,0.42857142857142855,1.84175934367641e-05,2.3663533420243105e-06,0
204,22,0.5887445887445888,2.0411531782391443e-06,5.391618752659953e-07,0
205,2,1.0,0.0,2.864712318515147e-07,0
206,4,0.5,4.1295006496167666e-07,2.983166745005404e-07,0
207,3,1.0,0.0,6.175123759871565e-07,0
208,7,0.8571428571428571,0.0,5.181574332801789e-07,0
209,1,0.0,0.0,2.8454919021275076e-07,0
210,1,0.0,0.0,2.8454919021275076e-07,0
211,30,0.6,3.6338051668309573e-06,1.3069642333071237e-06,0
212,18,0.6993464052287581,5.977576856266061e-07,1.0833467780884482e-06,0
213,39,0.30364372469635625,0.0004871101660732476,2.6419164873055423e-05,0
214,17,0.5661764705882353,4.6309400142130885e-07,3.176252340572776e-07,0
215,4,0.0,0.0012987952441381489,4.502788738644278e-07,0
216,2,1.0,0.0,2.865145845103621e-07,0
217,8,0.8214285714285714,1.5000396913588594e-05,5.654272438981725e-07,0
218,9,1.0,0.0,3.004108048819634e-07,0
219,6,0.7333333333333333,0.0,2.942238106873979e-07,0
220,4,1.0,0.0,2.9081396529436124e-07,0
221,8,0.8571428571428571,0.0,8.214570043423902e-07,0
222,11,0.7454545454545455,2.229930350793054e-06,5.210946861005874e-07,0
223,27,0.7207977207977208,1.0938466826052499e-06,1.3413632806725742e-06,0
224,28,0.5211640211640212,3.244518909845345e-06,1.6421322019322419e-06,0
225,10,0.8444444444444444,6.866769651648452e-07,3.027014711516436e-07,0
226,14,0.8131868131868132,3.116789776020274e-07,3.1163993541810333e-07,0
227,15,0.5428571428571428,4.8905086264747134e-06,3.126312401149513e-07,0
228,3,1.0,0.0,2.914142959605346e-07,0
229,6,0.5333333333333333,0.0,3.2873986242877183e-07,0
230,9,0.2777777777777778,0.0,3.005288813213831e-07,0
231,21,0.4523809523809524,4.198555034756049e-06,9.380623541089406e-07,0
232,25,0.62,2.1824331517199693e-06,1.3116530470625203e-06,0
233,2,1.0,0.0,2.8643165307830626e-07,0
234,2,1.0,0.0,2.985770755947122e-07,0
235,5,0.8,0.0,7.721994443778552e-07,0
236,37,0.4099099099099099,1.095248865773828e-05,1.8435281122083414e-06,0
237,7,0.8571428571428571,0.0,3.1807381339932347e-07,0
238,23,0.7154150197628458,8.54027654464253e-07,7.888326576526148e-07,0
239,59,0.418468731735827,3.50250280199765e-05,2.237488876583322e-06,0
240,3,0.6666666666666666,0.0,2.899791032760993e-07,0
241,2,1.0,0.0,2.8645701086465154e-07,0
242,24,0.5978260869565217,3.7851789525939586e-06,6.887188847038255e-07,0
243,8,0.6428571428571429,0.0,2.988580335895911e-07,0
244,2,1.0,0.0,2.8643165307830626e-07,0
245,5,0.7,2.47770038977006e-07,2.925128795278462e-07,0
246,14,0.5934065934065934,1.7211107105611294e-05,2.588738965884663e-05,0
247,3,0.6666666666666666,2.47770038977006e-07,4.379631798984054e-07,0
248,21,0.5047619047619047,3.9439726443414315e-06,1.1115379040412913e-06,0
249,24,0.6268115942028986,9.132095722295364e-07,8.394114859799628e-07,0
250,5,0.8,4.95540077954012e-08,4.861020470291661e-07,0
251,14,0.7802197802197802,1.1727781844911617e-06,6.428243954667233e-07,0
252,65,0.4033653846153846,3.170679452487556e-05,2.7430891262911585e-06,0
253,3,0.6666666666666666,0.0,2.8842079719449366e-07,0
254,17,0.9044117647058824,1.7402895594813517e-07,3.354637909910053e-07,0
255,2,1.0,0.0,2.8645701086465154e-07,0
256,2,1.0,0.0,2.8643165307830626e-07,0
257,18,0.5032679738562091,2.9325518644299954e-06,1.0663730346287152e-06,0
258,15,0.4857142857142857,0.0,5.801691599951521e-07,0
259,8,0.6785714285714286,1.2687201383462283e-05,2.9806767212636773e-07,0
260,8,0.39285714285714285,4.1295006496167666e-07,6.370578646947075e-07,0
261,38,0.4751066856330014,4.4514340861064395e-06,1.2162754019081654e-06,0
262,4,1.0,0.0,2.9081396529436124e-07,0
263,7,0.9523809523809523,8.259001299233533e-08,2.9669123393832866e-07,0
264,5,1.0,0.0,2.92351235739067e-07,0
265,27,0.6410256410256411,3.870283116851511e-06,8.556739027043941e-07,0
266,18,0.8823529411764706,1.7402895594813517e-07,3.3968727637354255e-07,0
267,2,1.0,0.0,2.8663277094149396e-07,0
268,11,0.9090909090909091,0.0,3.7941909105454244e-07,0
269,6,0.4666666666666667,4.391458889041487e-05,4.001587305443932e-06,0
270,4,0.8333333333333334,0.0,3.154582941689553e-07,0
271,73,0.386986301369863,3.2748133668563054e-05,2.5073330478409604e-06,0
272,45,0.35353535353535354,2.755502847304633e-05,1.9043651304297268e-06,0
273,9,1.0,0.0,3.004108048819634e-07,0
274,14,0.5604395604395604,2.981016242633062e-07,7.231686539163321e-07,0
275,10,0.8666666666666667,1.23885019488503e-07,3.0328378277891435e-07,0
276,18,0.7516339869281046,8.35577724569163e-07,9.356801784486226e-07,0
277,65,0.3466346153846154,4.233746927932323e-05,3.0318179440826867e-06,0
278,10,0.8,6.819575358509975e-07,3.026485394641326e-07,0
279,2,1.0,0.0,2.865971424164295e-07,0
280,43,0.4673311184939092,1.1251409334247356e-05,1.80493865901873e-06,0
281,16,0.7416666666666667,1.288618722194697e-06,6.580200203622084e-07,0
282,2,1.0,0.0,2.8643165307830626e-07,0
283,5,0.6,0.0,3.140447148974825e-07,0
284,16,0.7,1.4638096588451053e-06,6.532345322436116e-07,0
285,47,0.43293246993524515,0.0005531318030618797,2.6404049541804463e-05,0
286,2,1.0,0.0,2.865868641449422e-07,0
287,1,0.0,0.0,2.8454919021275076e-07,0
288,4,0.8333333333333334,0.0,4.763866243958705e-07,0
